properties.InterZone,x,y
S02002482,-3.5037476400013645,55.86982337086697
S02002483,-3.50695247701945,55.882027052220884
S02002484,-3.462379775570647,55.83408339861571
S02002485,-3.4333483116771952,55.89756041779196
S02002486,-3.4814854406256823,55.9140772027112
S02002487,-3.495781564561894,55.89733447872552
S02002488,-3.5150717972811267,55.891475728975486
S02002489,-3.5427556173373973,55.8896794618298
S02002490,-3.5213520296798833,55.89913508205834
S02002491,-3.527979427491423,55.90643848296736
S02002492,-3.566430448854769,55.90369483919026
S02002493,-3.56162098119401,55.900609958274444
S02002494,-3.5867126127779945,55.89629892271911
S02002495,-3.6010777832660157,55.876716159738116
S02002496,-3.6249905782124805,55.86936768970238
S02002497,-3.6596989160738183,55.85027427201233
S02002498,-3.6916956200612874,55.8649988754987
S02002499,-3.7146231854162868,55.8590866361048
S02002500,-3.6937882068921466,55.90782218330127
S02002501,-3.693009678282114,55.8932851043958
S02002502,-3.6508558682210577,55.88518259837922
S02002503,-3.6106477693823855,55.89905033900941
S02002504,-3.6372783900669785,55.90175378120068
S02002505,-3.6624124329995804,55.91048567784461
S02002506,-3.7389271888872697,55.90867674336625
S02002507,-3.606220227417931,55.9457637587304
S02002508,-3.6174323203022514,55.97780105848646
S02002509,-3.5942130360673548,55.98581503469669
S02002510,-3.491664003219075,55.97500773279254
S02002511,-3.4740457166010894,55.94309375272257
S02002512,-3.532910250611804,55.93417752748061
S02002513,-3.479453578623995,55.930954290731776
S02002514,-3.4526405734736887,55.93148964740531
