longitude,latitude,region
-6.92598,54.006367,0
-8.292843,54.726475,0
0.6456668,55.164585,0
-0.24336284,54.143505,0
-7.671954,56.43894,0
-0.48825225,51.45939,2.0
1.658172,50.764305,0
1.7176411,53.591606,0
-5.36901,54.264812,0
-5.649159,51.205578,0
-0.07809803,50.57641,0
-2.2366722,50.512783,0
-3.3195,52.86888,3.0
-2.5771036,55.022415,7.0
-1.2427458,55.269753,0
-1.6514949,50.813446,6.0
-3.5138276,58.762897,0
-6.1737256,53.600727,0
-4.064908,53.880463,0
-2.7997084,59.040268,0
-2.9220593,53.996807,3.0
-1.9138354,53.05402,4.0
-6.344719,52.093277,0
-7.4306846,53.989147,0
0.46400768,50.82817,6.0
-2.5368218,50.151276,0
-2.951064,53.84241,3.0
-3.5602021,51.426277,8.0
-6.077645,52.09635,0
-0.43678504,54.854023,0
-7.125241,54.302834,0
-7.7324834,56.288376,0
-6.621619,58.942314,0
-3.858652,55.41091,11.0
-4.970617,57.96229,0
1.977051,51.94683,0
-0.35981375,52.172256,9.0
-4.322367,55.845722,11.0
-3.1564736,57.75199,0
-7.689696,53.771717,0
-7.267613,52.23901,0
1.9771285,52.247566,0
-4.3455577,58.70487,0
-6.2569246,50.442715,0
-3.7143297,53.39146,0
-3.6690671,49.797577,0
-6.5828457,50.602127,0
0.74907345,55.022263,0
-2.7552564,50.831657,10.0
-4.9085255,50.29694,10.0
-6.7465463,51.016243,0
1.3144932,52.073196,9.0
-5.965442,51.403255,0
-5.5997057,55.89971,0
-2.0440514,54.278816,5.0
-4.078243,58.974472,0
-6.3474565,53.044292,0
-6.4225698,58.67291,0
-1.7772597,52.48268,4.0
-2.3342524,55.710793,0
1.4496481,50.74113,0
-0.93248385,52.771027,1.0
-0.27464738,51.2645,2.0
0.5633762,51.621445,2.0
1.2513622,53.89947,0
-3.0764608,52.918636,3.0
-4.4517193,56.870358,11.0
-2.0305367,53.711205,3.0
-1.6741514,53.86904,5.0
1.0471628,54.588623,0
-0.15694645,54.44302,0
