week,qType,rank,question,relFreq
2020-10-11,what,4,What time is Fury vs Wilder?,0
2020-10-18,what,4,What time is Fury vs Wilder?,0
2020-10-25,what,4,What time is Fury vs Wilder?,0
2020-11-01,what,4,What time is Fury vs Wilder?,0
2020-11-08,what,4,What time is Fury vs Wilder?,0
2020-11-15,what,4,What time is Fury vs Wilder?,0
2020-11-22,what,4,What time is Fury vs Wilder?,0
2020-11-29,what,4,What time is Fury vs Wilder?,0
2020-12-06,what,4,What time is Fury vs Wilder?,0
2020-12-13,what,4,What time is Fury vs Wilder?,0
2020-12-20,what,4,What time is Fury vs Wilder?,0
2020-01-05,what,5,What is coronavirus?,0
2020-01-12,what,5,What is coronavirus?,0.34
2020-01-19,what,5,What is coronavirus?,10
2020-01-26,what,5,What is coronavirus?,26
2020-02-02,what,5,What is coronavirus?,12
2020-02-09,what,5,What is coronavirus?,13
2020-02-16,what,5,What is coronavirus?,4
2020-02-23,what,5,What is coronavirus?,22
2020-03-01,what,5,What is coronavirus?,31
2020-03-08,what,5,What is coronavirus?,72
2020-03-15,what,5,What is coronavirus?,100
2020-03-22,what,5,What is coronavirus?,79
2020-03-29,what,5,What is coronavirus?,50
2020-04-05,what,5,What is coronavirus?,44
2020-04-12,what,5,What is coronavirus?,47
2020-04-19,what,5,What is coronavirus?,34
2020-04-26,what,5,What is coronavirus?,21
2020-05-03,what,5,What is coronavirus?,21
2020-05-10,what,5,What is coronavirus?,22
2020-05-17,what,5,What is coronavirus?,18
2020-05-24,what,5,What is coronavirus?,14
2020-05-31,what,5,What is coronavirus?,14
2020-06-07,what,5,What is coronavirus?,11
2020-06-14,what,5,What is coronavirus?,10
2020-06-21,what,5,What is coronavirus?,11
2020-06-28,what,5,What is coronavirus?,11
2020-07-05,what,5,What is coronavirus?,12
2020-07-12,what,5,What is coronavirus?,10
2020-07-19,what,5,What is coronavirus?,7
2020-07-26,what,5,What is coronavirus?,10
2020-08-02,what,5,What is coronavirus?,7
2020-08-09,what,5,What is coronavirus?,8
2020-08-16,what,5,What is coronavirus?,6
2020-08-23,what,5,What is coronavirus?,6
2020-08-30,what,5,What is coronavirus?,6
2020-09-06,what,5,What is coronavirus?,10
2020-09-13,what,5,What is coronavirus?,11
2020-09-20,what,5,What is coronavirus?,10
2020-09-27,what,5,What is coronavirus?,10
2020-10-04,what,5,What is coronavirus?,8
2020-10-11,what,5,What is coronavirus?,17
2020-10-18,what,5,What is coronavirus?,10
2020-10-25,what,5,What is coronavirus?,11
2020-11-01,what,5,What is coronavirus?,8
2020-11-08,what,5,What is coronavirus?,7
2020-11-15,what,5,What is coronavirus?,6
2020-11-22,what,5,What is coronavirus?,10
2020-11-29,what,5,What is coronavirus?,5
2020-12-06,what,5,What is coronavirus?,5
2020-12-13,what,5,What is coronavirus?,12
2020-12-20,what,5,What is coronavirus?,12
2020-01-05,what,6,What tier am I in?,0
2020-01-12,what,6,What tier am I in?,0
2020-01-19,what,6,What tier am I in?,0
2020-01-26,what,6,What tier am I in?,0
2020-02-02,what,6,What tier am I in?,0.14
2020-02-09,what,6,What tier am I in?,0
2020-02-16,what,6,What tier am I in?,0
2020-02-23,what,6,What tier am I in?,0
2020-03-01,what,6,What tier am I in?,0.36
2020-03-08,what,6,What tier am I in?,0
2020-03-15,what,6,What tier am I in?,0
2020-03-22,what,6,What tier am I in?,0
2020-03-29,what,6,What tier am I in?,0
2020-04-05,what,6,What tier am I in?,0
2020-04-12,what,6,What tier am I in?,0
2020-04-19,what,6,What tier am I in?,0
2020-04-26,what,6,What tier am I in?,0
2020-05-03,what,6,What tier am I in?,0
2020-05-10,what,6,What tier am I in?,0
2020-05-17,what,6,What tier am I in?,0
2020-05-24,what,6,What tier am I in?,0.51
2020-05-31,what,6,What tier am I in?,0
2020-06-07,what,6,What tier am I in?,0
2020-06-14,what,6,What tier am I in?,0
2020-06-21,what,6,What tier am I in?,0
2020-06-28,what,6,What tier am I in?,0
2020-07-05,what,6,What tier am I in?,0
2020-07-12,what,6,What tier am I in?,0.19
2020-07-19,what,6,What tier am I in?,0
2020-07-26,what,6,What tier am I in?,0
2020-08-02,what,6,What tier am I in?,0
2020-08-09,what,6,What tier am I in?,0
2020-08-16,what,6,What tier am I in?,0
2020-08-23,what,6,What tier am I in?,0
2020-08-30,what,6,What tier am I in?,0
2020-09-06,what,6,What tier am I in?,0
2020-09-13,what,6,What tier am I in?,0
2020-09-20,what,6,What tier am I in?,0
2020-09-27,what,6,What tier am I in?,0
2020-10-04,what,6,What tier am I in?,0.58
2020-10-11,what,6,What tier am I in?,12
2020-10-18,what,6,What tier am I in?,7
2020-10-25,what,6,What tier am I in?,11
2020-11-01,what,6,What tier am I in?,1
2020-11-08,what,6,What tier am I in?,0.59
2020-11-15,what,6,What tier am I in?,1
2020-11-22,what,6,What tier am I in?,100
2020-11-29,what,6,What tier am I in?,13
2020-12-06,what,6,What tier am I in?,5
2020-12-13,what,6,What tier am I in?,84
2020-12-20,what,6,What tier am I in?,56
2020-01-05,what,7,What does woke mean?,43
2020-01-12,what,7,What does woke mean?,36
2020-01-19,what,7,What does woke mean?,100
2020-01-26,what,7,What does woke mean?,28
2020-02-02,what,7,What does woke mean?,23
2020-02-09,what,7,What does woke mean?,22
2020-02-16,what,7,What does woke mean?,23
2020-02-23,what,7,What does woke mean?,22
2020-03-01,what,7,What does woke mean?,14
2020-03-08,what,7,What does woke mean?,19
2020-03-15,what,7,What does woke mean?,5
2020-03-22,what,7,What does woke mean?,6
2020-03-29,what,7,What does woke mean?,4
2020-04-05,what,7,What does woke mean?,4
2020-04-12,what,7,What does woke mean?,3
2020-04-19,what,7,What does woke mean?,5
2020-04-26,what,7,What does woke mean?,6
2020-05-03,what,7,What does woke mean?,3
2020-05-10,what,7,What does woke mean?,3
2020-05-17,what,7,What does woke mean?,2
2020-05-24,what,7,What does woke mean?,3
2020-05-31,what,7,What does woke mean?,2
2020-06-07,what,7,What does woke mean?,10
2020-06-14,what,7,What does woke mean?,13
2020-06-21,what,7,What does woke mean?,9
2020-06-28,what,7,What does woke mean?,7
2020-07-05,what,7,What does woke mean?,10
2020-07-12,what,7,What does woke mean?,5
2020-07-19,what,7,What does woke mean?,2
2020-07-26,what,7,What does woke mean?,4
2020-08-02,what,7,What does woke mean?,5
2020-08-09,what,7,What does woke mean?,9
2020-08-16,what,7,What does woke mean?,2
2020-08-23,what,7,What does woke mean?,18
2020-08-30,what,7,What does woke mean?,30
2020-09-06,what,7,What does woke mean?,14
2020-09-13,what,7,What does woke mean?,9
2020-09-20,what,7,What does woke mean?,7
2020-09-27,what,7,What does woke mean?,14
2020-10-04,what,7,What does woke mean?,5
2020-10-11,what,7,What does woke mean?,11
2020-10-18,what,7,What does woke mean?,9
2020-10-25,what,7,What does woke mean?,5
2020-11-01,what,7,What does woke mean?,5
2020-11-08,what,7,What does woke mean?,9
2020-11-15,what,7,What does woke mean?,11
2020-11-22,what,7,What does woke mean?,6
2020-11-29,what,7,What does woke mean?,9
2020-12-06,what,7,What does woke mean?,7
2020-12-13,what,7,What does woke mean?,15
2020-12-20,what,7,What does woke mean?,9
2020-01-05,what,8,What does WAP mean?,0
2020-01-12,what,8,What does WAP mean?,0
2020-01-19,what,8,What does WAP mean?,0
2020-01-26,what,8,What does WAP mean?,0
2020-02-02,what,8,What does WAP mean?,0
2020-02-09,what,8,What does WAP mean?,0
2020-02-16,what,8,What does WAP mean?,1
2020-02-23,what,8,What does WAP mean?,0
2020-03-01,what,8,What does WAP mean?,0
2020-03-08,what,8,What does WAP mean?,0
2020-03-15,what,8,What does WAP mean?,0
2020-03-22,what,8,What does WAP mean?,0
2020-03-29,what,8,What does WAP mean?,0
2020-04-05,what,8,What does WAP mean?,1
2020-04-12,what,8,What does WAP mean?,0
2020-04-19,what,8,What does WAP mean?,0
2020-04-26,what,8,What does WAP mean?,0
2020-05-03,what,8,What does WAP mean?,0
2020-05-10,what,8,What does WAP mean?,1
2020-05-17,what,8,What does WAP mean?,0
2020-05-24,what,8,What does WAP mean?,0
2020-05-31,what,8,What does WAP mean?,0
2020-06-07,what,8,What does WAP mean?,0
2020-06-14,what,8,What does WAP mean?,0
2020-06-21,what,8,What does WAP mean?,0
2020-06-28,what,8,What does WAP mean?,0
2020-07-05,what,8,What does WAP mean?,0
2020-07-12,what,8,What does WAP mean?,1
2020-07-19,what,8,What does WAP mean?,0
2020-07-26,what,8,What does WAP mean?,0
2020-08-02,what,8,What does WAP mean?,4
2020-08-09,what,8,What does WAP mean?,35
2020-08-16,what,8,What does WAP mean?,84
2020-08-23,what,8,What does WAP mean?,100
2020-08-30,what,8,What does WAP mean?,71
2020-09-06,what,8,What does WAP mean?,53
2020-09-13,what,8,What does WAP mean?,48
2020-09-20,what,8,What does WAP mean?,38
2020-09-27,what,8,What does WAP mean?,41
2020-10-04,what,8,What does WAP mean?,26
2020-10-11,what,8,What does WAP mean?,29
2020-10-18,what,8,What does WAP mean?,49
2020-10-25,what,8,What does WAP mean?,24
2020-11-01,what,8,What does WAP mean?,21
2020-11-08,what,8,What does WAP mean?,19
2020-11-15,what,8,What does WAP mean?,19
2020-11-22,what,8,What does WAP mean?,21
2020-11-29,what,8,What does WAP mean?,16
2020-12-06,what,8,What does WAP mean?,23
2020-12-13,what,8,What does WAP mean?,14
2020-12-20,what,8,What does WAP mean?,11
2020-01-05,what,9,What is a pandemic?,0
2020-01-12,what,9,What is a pandemic?,0
2020-01-19,what,9,What is a pandemic?,1
2020-01-26,what,9,What is a pandemic?,2
2020-02-02,what,9,What is a pandemic?,4
2020-02-09,what,9,What is a pandemic?,2
2020-02-16,what,9,What is a pandemic?,1
2020-02-23,what,9,What is a pandemic?,42
2020-03-01,what,9,What is a pandemic?,16
2020-03-08,what,9,What is a pandemic?,100
2020-03-15,what,9,What is a pandemic?,37
2020-03-22,what,9,What is a pandemic?,18
2020-03-29,what,9,What is a pandemic?,11
2020-04-05,what,9,What is a pandemic?,7
2020-04-12,what,9,What is a pandemic?,8
2020-04-19,what,9,What is a pandemic?,7
2020-04-26,what,9,What is a pandemic?,6
2020-05-03,what,9,What is a pandemic?,7
2020-05-10,what,9,What is a pandemic?,4
2020-05-17,what,9,What is a pandemic?,3
2020-05-24,what,9,What is a pandemic?,2
2020-05-31,what,9,What is a pandemic?,6
2020-06-07,what,9,What is a pandemic?,3
2020-06-14,what,9,What is a pandemic?,4
2020-06-21,what,9,What is a pandemic?,3
2020-06-28,what,9,What is a pandemic?,2
2020-07-05,what,9,What is a pandemic?,1
2020-07-12,what,9,What is a pandemic?,2
2020-07-19,what,9,What is a pandemic?,3
2020-07-26,what,9,What is a pandemic?,0
2020-08-02,what,9,What is a pandemic?,1
2020-08-09,what,9,What is a pandemic?,3
2020-08-16,what,9,What is a pandemic?,1
2020-08-23,what,9,What is a pandemic?,0
2020-08-30,what,9,What is a pandemic?,3
2020-09-06,what,9,What is a pandemic?,2
2020-09-13,what,9,What is a pandemic?,2
2020-09-20,what,9,What is a pandemic?,4
2020-09-27,what,9,What is a pandemic?,2
2020-10-04,what,9,What is a pandemic?,2
2020-10-11,what,9,What is a pandemic?,3
2020-10-18,what,9,What is a pandemic?,3
2020-10-25,what,9,What is a pandemic?,2
2020-11-01,what,9,What is a pandemic?,1
2020-11-08,what,9,What is a pandemic?,2
2020-11-15,what,9,What is a pandemic?,1
2020-11-22,what,9,What is a pandemic?,3
2020-11-29,what,9,What is a pandemic?,4
2020-12-06,what,9,What is a pandemic?,2
2020-12-13,what,9,What is a pandemic?,3
2020-12-20,what,9,What is a pandemic?,3
2020-01-05,what,10,What does furlough mean?,0
2020-01-12,what,10,What does furlough mean?,0
2020-01-19,what,10,What does furlough mean?,0.41
2020-01-26,what,10,What does furlough mean?,0
2020-02-02,what,10,What does furlough mean?,0
2020-02-09,what,10,What does furlough mean?,0
2020-02-16,what,10,What does furlough mean?,0
2020-02-23,what,10,What does furlough mean?,0
2020-03-01,what,10,What does furlough mean?,0.48
2020-03-08,what,10,What does furlough mean?,0
2020-03-15,what,10,What does furlough mean?,3
2020-03-22,what,10,What does furlough mean?,73
2020-03-29,what,10,What does furlough mean?,100
2020-04-05,what,10,What does furlough mean?,34
2020-04-12,what,10,What does furlough mean?,29
2020-04-19,what,10,What does furlough mean?,21
2020-04-26,what,10,What does furlough mean?,13
2020-05-03,what,10,What does furlough mean?,12
2020-05-10,what,10,What does furlough mean?,11
2020-05-17,what,10,What does furlough mean?,6
2020-05-24,what,10,What does furlough mean?,5
2020-05-31,what,10,What does furlough mean?,3
2020-06-07,what,10,What does furlough mean?,5
2020-06-14,what,10,What does furlough mean?,4
2020-06-21,what,10,What does furlough mean?,3
2020-06-28,what,10,What does furlough mean?,2
2020-07-05,what,10,What does furlough mean?,4
2020-07-12,what,10,What does furlough mean?,4
2020-07-19,what,10,What does furlough mean?,2
2020-07-26,what,10,What does furlough mean?,1
2020-08-02,what,10,What does furlough mean?,1
2020-08-09,what,10,What does furlough mean?,0
2020-08-16,what,10,What does furlough mean?,1
2020-08-23,what,10,What does furlough mean?,1
2020-08-30,what,10,What does furlough mean?,1
2020-09-06,what,10,What does furlough mean?,2
2020-09-13,what,10,What does furlough mean?,0.55
2020-09-20,what,10,What does furlough mean?,0.31
2020-09-27,what,10,What does furlough mean?,0.56
2020-10-04,what,10,What does furlough mean?,0.34
2020-10-11,what,10,What does furlough mean?,0
2020-10-18,what,10,What does furlough mean?,1
2020-10-25,what,10,What does furlough mean?,3
2020-11-01,what,10,What does furlough mean?,5
2020-11-08,what,10,What does furlough mean?,0
2020-11-15,what,10,What does furlough mean?,0
2020-11-22,what,10,What does furlough mean?,0
2020-11-29,what,10,What does furlough mean?,1
2020-12-06,what,10,What does furlough mean?,0.32
2020-12-13,what,10,What does furlough mean?,1
2020-12-20,what,10,What does furlough mean?,1
