region,councilName,wardName,DistrictGSS,WardGSS,partyFullName,party,candidateFullName,candidateFirstName,candidateLastName,numVotes,elected
London,croydon,selsdon addington village,E09000008,todo,Labour Party,Lab,Joyce Reid,Joyce,Reid,917,0
London,croydon,selsdon addington village,E09000008,todo,Labour Party,Lab,Kenneth Harley Towl,Kenneth,Towl,704,0
London,croydon,selsdon addington village,E09000008,todo,Green Party,Grn,Peter Underwood,Peter,Underwood,278,0
London,croydon,selsdon addington village,E09000008,todo,Liberal Democrats,LD,Helen Elizabeth Lishmund,Helen,Lishmund,271,0
London,croydon,selsdon addington village,E09000008,todo,Green Party,Grn,Catherine Shelley,Catherine,Shelley,229,0
London,croydon,selsdon addington village,E09000008,todo,UK Independence Party (UKIP),UKIP,Crispin Mark Hardy Williams,Crispin,Williams,127,0
London,croydon,selsdon addington village,E09000008,todo,British National Party,BNP,Michael John Collard,Michael,Collard,42,0
London,croydon,selsdon vale forestdale,E09000008,todo,Conservative and Unionist Party,Con,Andy Stranack,Andy,Stranack,1982,1
London,croydon,selsdon vale forestdale,E09000008,todo,Conservative and Unionist Party,Con,Stuart Richard Lewis Millson,Stuart,Millson,1950,1
London,croydon,selsdon vale forestdale,E09000008,todo,Labour Party,Lab,Peter Myles Buckingham Stephens,Peter,Stephens,649,0
London,croydon,selsdon vale forestdale,E09000008,todo,Labour Party,Lab,Deirdre Conxita O'Connor,Deirdre,O'Connor,646,0
London,croydon,selsdon vale forestdale,E09000008,todo,Green Party,Grn,Bryony Morris,Bryony,Morris,228,0
London,croydon,selsdon vale forestdale,E09000008,todo,Green Party,Grn,Adrian Robert Douglas,Adrian,Douglas,186,0
London,croydon,selsdon vale forestdale,E09000008,todo,Liberal Democrats,LD,Jean Semadeni,Jean,Semadeni,178,0
London,croydon,selsdon vale forestdale,E09000008,todo,UK Independence Party (UKIP),UKIP,William John Bailey,William,Bailey,176,0
London,croydon,shirley north,E09000008,E05011482,Conservative and Unionist Party,Con,Susan Elizabeth Bennett,Susan,Bennett,2748,1
London,croydon,shirley north,E09000008,E05011482,Conservative and Unionist Party,Con,Richard Rishi Chatterjee,Richard,Chatterjee,2683,1
London,croydon,shirley north,E09000008,E05011482,Conservative and Unionist Party,Con,Gareth Benjamin Streeter,Gareth,Streeter,2454,1
London,croydon,shirley north,E09000008,E05011482,Labour Party,Lab,Mark David Henson,Mark,Henson,1900,0
London,croydon,shirley north,E09000008,E05011482,Labour Party,Lab,Robert Edward Elliott,Robert,Elliott,1802,0
London,croydon,shirley north,E09000008,E05011482,Labour Party,Lab,Eunice O'Dame,Eunice,O'Dame,1705,0
London,croydon,shirley north,E09000008,E05011482,Green Party,Grn,Chris Sciberras,Chris,Sciberras,388,0
London,croydon,shirley north,E09000008,E05011482,Green Party,Grn,Frances Richardson Fearon,Frances,Fearon,321,0
London,croydon,shirley north,E09000008,E05011482,Green Party,Grn,Sam Small,Sam,Small,289,0
London,croydon,shirley south,E09000008,E05011483,Conservative and Unionist Party,Con,Jason James Cummings,Jason,Cummings,1869,1
London,croydon,shirley south,E09000008,E05011483,Conservative and Unionist Party,Con,Scott James Roche,Scott,Roche,1766,1
London,croydon,shirley south,E09000008,E05011483,Labour Party,Lab,David John Percival,David,Percival,1150,0
London,croydon,shirley south,E09000008,E05011483,Labour Party,Lab,Marzia Nicodemi,Marzia,Nicodemi,1150,0
London,croydon,shirley south,E09000008,E05011483,Green Party,Grn,Liz Bebington,Liz,Bebington,275,0
London,croydon,shirley south,E09000008,E05011483,Green Party,Grn,Andy Bebington,Andy,Bebington,239,0
London,croydon,shirley south,E09000008,E05011483,Liberal Democrats,LD,Christopher Anthony Adams,Christopher,Adams,155,0
London,croydon,shirley south,E09000008,E05011483,UK Independence Party (UKIP),UKIP,Kathleen Garner,Kathleen,Garner,143,0
London,croydon,shirley south,E09000008,E05011483,Liberal Democrats,LD,Andrew John Thynne,Andrew,Thynne,106,0
London,croydon,south croydon,E09000008,E05011484,Conservative and Unionist Party,Con,Maria Ruth Gatland,Maria,Gatland,2345,1
London,croydon,south croydon,E09000008,E05011484,Conservative and Unionist Party,Con,Michael Anthony Neal,Michael,Neal,2169,1
London,croydon,south croydon,E09000008,E05011484,Conservative and Unionist Party,Con,Jason Stephen Perry,Jason,Perry,2108,1
London,croydon,south croydon,E09000008,E05011484,Labour Party,Lab,Stella Nabukeera,Stella,Nabukeera,1633,0
London,croydon,south croydon,E09000008,E05011484,Labour Party,Lab,Mathew Dimas Hill,Mathew,Hill,1606,0
London,croydon,south croydon,E09000008,E05011484,Labour Party,Lab,Paul Martin Waddell,Paul,Waddell,1575,0
London,croydon,south croydon,E09000008,E05011484,Green Party,Grn,Stephen Harris,Stephen,Harris,442,0
London,croydon,south croydon,E09000008,E05011484,Liberal Democrats,LD,Michael Thomas Albert Bishopp,Michael,Bishopp,438,0
London,croydon,south croydon,E09000008,E05011484,Green Party,Grn,Saima Raza,Saima,Raza,395,0
London,croydon,south croydon,E09000008,E05011484,Green Party,Grn,Marc Richards,Marc,Richards,339,0
London,croydon,south croydon,E09000008,E05011484,Liberal Democrats,LD,Toby William Keynes,Toby,Keynes,294,0
London,croydon,south croydon,E09000008,E05011484,Independent,Other,Mark Samuel,Mark,Samuel,104,0
London,croydon,south norwood,E09000008,E05011485,Labour Party,Lab,Jane Avis,Jane,Avis,2363,1
London,croydon,south norwood,E09000008,E05011485,Labour Party,Lab,Clive Boyd Fraser,Clive,Fraser,2356,1
London,croydon,south norwood,E09000008,E05011485,Labour Party,Lab,Patsy Cummings,Patsy,Cummings,2338,1
London,croydon,south norwood,E09000008,E05011485,Conservative and Unionist Party,Con,Matthew Edward O'Flynn,Matthew,O'Flynn,593,0
London,croydon,south norwood,E09000008,E05011485,Conservative and Unionist Party,Con,Tirena Hilary Gunter,Tirena,Gunter,575,0
London,croydon,south norwood,E09000008,E05011485,Conservative and Unionist Party,Con,Chidi Umez,Chidi,Umez,435,0
London,croydon,south norwood,E09000008,E05011485,Green Party,Grn,Tariq Salim,Tariq,Salim,305,0
London,croydon,south norwood,E09000008,E05011485,Green Party,Grn,Hania Sophie Wisskirchen,Hania,Wisskirchen,287,0
London,croydon,south norwood,E09000008,E05011485,Liberal Democrats,LD,Alexandra Elizabeth Mary Kellert,Alexandra,Kellert,262,0
London,croydon,south norwood,E09000008,E05011485,Green Party,Grn,Marcus d'Arcy Conall Boyle,Marcus,Boyle,256,0
London,croydon,south norwood,E09000008,E05011485,Liberal Democrats,LD,Aoife Noone,Aoife,Noone,189,0
London,croydon,south norwood,E09000008,E05011485,Liberal Democrats,LD,James Alan Ross Clark,James,Clark,186,0
London,croydon,thornton heath,E09000008,E05011486,Labour and Co-operative Party,Lab,Pat Clouder,Pat,Clouder,2991,1
London,croydon,thornton heath,E09000008,E05011486,Labour and Co-operative Party,Lab,Karen Angela Jewitt,Karen,Jewitt,2722,1
London,croydon,thornton heath,E09000008,E05011486,Labour and Co-operative Party,Lab,Callton Lloyd Young,Callton,Young,2458,1
London,croydon,thornton heath,E09000008,E05011486,Conservative and Unionist Party,Con,Peter Anike,Peter,Anike,670,0
London,croydon,thornton heath,E09000008,E05011486,Conservative and Unionist Party,Con,Aaliyah Brown,Aaliyah,Brown,574,0
London,croydon,thornton heath,E09000008,E05011486,Conservative and Unionist Party,Con,Shantelle Francis,Shantelle,Francis,570,0
London,croydon,thornton heath,E09000008,E05011486,Green Party,Grn,Kirsty Bluck,Kirsty,Bluck,374,0
London,croydon,thornton heath,E09000008,E05011486,Green Party,Grn,Mark Christopher Lord,Mark,Lord,354,0
London,croydon,thornton heath,E09000008,E05011486,Liberal Democrats,LD,Michael David Hunter,Michael,Hunter,271,0
London,croydon,thornton heath,E09000008,E05011486,Green Party,Grn,Matt Wilcock,Matt,Wilcock,191,0
London,croydon,thornton heath,E09000008,E05011486,Liberal Democrats,LD,Jean Pierre Ivanov,Jean,Ivanov,182,0
London,croydon,thornton heath,E09000008,E05011486,Liberal Democrats,LD,Martin Gareth Hammond,Martin,Hammond,177,0
London,croydon,thornton heath,E09000008,E05011486,Duma Polska = Polish Pride,Other,Malgorzata Maria Roznerska,Malgorzata,Roznerska,144,0
London,croydon,waddon,E09000008,E05011487,Labour Party,Lab,Robert William Canning,Robert,Canning,2209,1
London,croydon,waddon,E09000008,E05011487,Labour Party,Lab,Joy Prince,Joy,Prince,2134,1
London,croydon,waddon,E09000008,E05011487,Labour Party,Lab,Andrew Pelling,Andrew,Pelling,2103,1
London,croydon,waddon,E09000008,E05011487,Conservative and Unionist Party,Con,Alessia Cesana,Alessia,Cesana,1683,0
London,croydon,waddon,E09000008,E05011487,Conservative and Unionist Party,Con,Luke Springthorpe,Luke,Springthorpe,1645,0
London,croydon,waddon,E09000008,E05011487,Conservative and Unionist Party,Con,Donald Osaro Ekekhomen,Donald,Ekekhomen,1622,0
London,croydon,waddon,E09000008,E05011487,Green Party,Grn,Nicholas Sheridan Barnett,Nicholas,Barnett,357,0
London,croydon,waddon,E09000008,E05011487,Green Party,Grn,Grace Onions,Grace,Onions,326,0
London,croydon,waddon,E09000008,E05011487,Green Party,Grn,Andy Ellis,Andy,Ellis,260,0
London,croydon,waddon,E09000008,E05011487,Liberal Democrats,LD,Yusuf Ali Osman,Yusuf,Osman,188,0
London,croydon,waddon,E09000008,E05011487,Liberal Democrats,LD,Karen Lesley Townsend,Karen,Townsend,169,0
London,croydon,waddon,E09000008,E05011487,Liberal Democrats,LD,Alaric Taylor,Alaric,Taylor,145,0
London,croydon,waddon,E09000008,E05011487,Unity in Action,Other,Marianne Bowness,Marianne,Bowness,63,0
London,croydon,waddon,E09000008,E05011487,Unity in Action,Other,Winston McKenzie,Winston,McKenzie,59,0
London,croydon,west thornton,E09000008,E05011488,Labour Party,Lab,Janet Georgia Campbell,Janet,Campbell,2978,1
London,croydon,west thornton,E09000008,E05011488,Labour Party,Lab,Bernadette Khan,Bernadette,Khan,2716,1
London,croydon,west thornton,E09000008,E05011488,Labour Party,Lab,Stuart Thomas King,Stuart,King,2640,1
London,croydon,west thornton,E09000008,E05011488,Conservative and Unionist Party,Con,Dominic John Schofield,Dominic,Schofield,653,0
London,croydon,west thornton,E09000008,E05011488,Conservative and Unionist Party,Con,Alasdair Stewart,Alasdair,Stewart,621,0
London,croydon,west thornton,E09000008,E05011488,Conservative and Unionist Party,Con,Matin Talukdar,Matin,Talukdar,563,0
London,croydon,west thornton,E09000008,E05011488,Green Party,Grn,Eileen Diane Gale,Eileen,Gale,364,0
London,croydon,west thornton,E09000008,E05011488,Green Party,Grn,Barry Philip Buttigieg,Barry,Buttigieg,278,0
London,croydon,woodside,E09000008,E05011489,Labour Party,Lab,Tony Newman,Tony,Newman,2647,1
London,croydon,woodside,E09000008,E05011489,Labour Party,Lab,Hamida Ali,Hamida,Ali,2539,1
London,croydon,woodside,E09000008,E05011489,Labour Party,Lab,Paul William Scott,Paul,Scott,2446,1
London,croydon,woodside,E09000008,E05011489,Conservative and Unionist Party,Con,Rebecca Natrajan,Rebecca,Natrajan,823,0
London,croydon,woodside,E09000008,E05011489,Conservative and Unionist Party,Con,Eray Arda Akartuna,Eray,Akartuna,782,0
London,croydon,woodside,E09000008,E05011489,Conservative and Unionist Party,Con,Mustafa Osman Tary,Mustafa,Tary,767,0
London,croydon,woodside,E09000008,E05011489,Green Party,Grn,Christopher David Brann,Christopher,Brann,460,0
London,croydon,woodside,E09000008,E05011489,Green Party,Grn,Elaine Denise Garrod,Elaine,Garrod,362,0
London,croydon,woodside,E09000008,E05011489,Liberal Democrats,LD,Hilary Jane Waterhouse,Hilary,Waterhouse,322,0
London,croydon,woodside,E09000008,E05011489,Green Party,Grn,Lydia Jane Regan,Lydia,Regan,314,0
London,croydon,woodside,E09000008,E05011489,Liberal Democrats,LD,Sam Bayes,Sam,Bayes,293,0
London,croydon,woodside,E09000008,E05011489,Liberal Democrats,LD,Luke Robert Bonham,Luke,Bonham,213,0
London,ealing,acton central,E09000009,E05000170,Labour Party,Lab,Daniel Stewart Crawford,Daniel,Crawford,2267,1
London,ealing,acton central,E09000009,E05000170,Labour Party,Lab,Sarah Rooney,Sarah,Rooney,2153,1
London,ealing,acton central,E09000009,E05000170,Labour Party,Lab,Abdullah Gulaid,Abdullah,Gulaid,2057,1
London,ealing,acton central,E09000009,E05000170,Conservative and Unionist Party,Con,Vlod Barchuk,Vlod,Barchuk,1060,0
London,ealing,acton central,E09000009,E05000170,Conservative and Unionist Party,Con,Liam Matthew Walpole,Liam,Walpole,978,0
London,ealing,acton central,E09000009,E05000170,Conservative and Unionist Party,Con,Amir Sadjady,Amir,Sadjady,935,0
London,ealing,acton central,E09000009,E05000170,Green Party,Grn,Marijn van de Geer,Marijn,Geer,575,0
London,ealing,acton central,E09000009,E05000170,Liberal Democrats,LD,Margaret Jane Joachim,Margaret,Joachim,500,0
London,ealing,acton central,E09000009,E05000170,Liberal Democrats,LD,Richard Cunningham,Richard,Cunningham,425,0
London,ealing,acton central,E09000009,E05000170,Liberal Democrats,LD,David Leslie Zerdin,David,Zerdin,294,0
London,ealing,cleveland,E09000009,E05000171,Labour Party,Lab,Linda Burke,Linda,Burke,2323,1
London,ealing,cleveland,E09000009,E05000171,Labour Party,Lab,Carlo Lusuardi,Carlo,Lusuardi,2245,1
London,ealing,cleveland,E09000009,E05000171,Labour Party,Lab,Sitarah Anjum,Sitarah,Anjum,2187,1
London,ealing,cleveland,E09000009,E05000171,Conservative and Unionist Party,Con,Ian Proud,Ian,Proud,1696,0
London,ealing,cleveland,E09000009,E05000171,Conservative and Unionist Party,Con,Isobel Grant,Isobel,Grant,1634,0
London,ealing,cleveland,E09000009,E05000171,Conservative and Unionist Party,Con,Liz Paice,Liz,Paice,1606,0
London,ealing,cleveland,E09000009,E05000171,Liberal Democrats,LD,Francesco Fruzza,Francesco,Fruzza,1227,0
London,ealing,cleveland,E09000009,E05000171,Liberal Democrats,LD,Jo Baldwin-Trott,Jo,Baldwin-Trott,985,0
London,ealing,cleveland,E09000009,E05000171,Liberal Democrats,LD,Athena Zissimos,Athena,Zissimos,813,0
London,ealing,cleveland,E09000009,E05000171,Green Party,Grn,Ian Douglas,Ian,Douglas,575,0
London,ealing,dormers wells,E09000009,E05000172,Labour Party,Lab,Tejinder Singh Dhami,Tejinder,Dhami,2890,1
London,ealing,dormers wells,E09000009,E05000172,Labour Party,Lab,Tej Ram Bagha,Tej,Bagha,2842,1
London,ealing,dormers wells,E09000009,E05000172,Labour Party,Lab,Ranjit Lai Dheer,Ranjit,Dheer,2751,1
London,ealing,dormers wells,E09000009,E05000172,Conservative and Unionist Party,Con,Eileen Verity Harris,Eileen,Harris,662,0
London,ealing,dormers wells,E09000009,E05000172,Conservative and Unionist Party,Con,Abdi-Rashiid Hassan,Abdi-Rashiid,Hassan,618,0
London,ealing,dormers wells,E09000009,E05000172,Conservative and Unionist Party,Con,Eva Shack,Eva,Shack,572,0
London,ealing,dormers wells,E09000009,E05000172,Green Party,Grn,Nicholas Chapman,Nicholas,Chapman,304,0
London,ealing,dormers wells,E09000009,E05000172,Liberal Democrats,LD,Leslie Ann Glancy,Leslie,Glancy,192,0
London,ealing,dormers wells,E09000009,E05000172,Liberal Democrats,LD,Susan Margaret Kendrick,Susan,Kendrick,136,0
London,ealing,dormers wells,E09000009,E05000172,Duma Polska = Polish Pride,Other,Piotr Jakubiak,Piotr,Jakubiak,131,0
London,ealing,dormers wells,E09000009,E05000172,Liberal Democrats,LD,Lyn Edwina Woodcock,Lyn,Woodcock,110,0
London,ealing,dormers wells,E09000009,E05000172,Duma Polska = Polish Pride,Other,Miroslaw Komor,Miroslaw,Komor,109,0
London,ealing,dormers wells,E09000009,E05000172,Duma Polska = Polish Pride,Other,Anna Jakubiak,Anna,Jakubiak,105,0
London,ealing,ealing broadway,E09000009,E05000173,Conservative and Unionist Party,Con,Alexander Paul Thomas Stafford,Alexander,Stafford,1968,1
London,ealing,ealing broadway,E09000009,E05000173,Conservative and Unionist Party,Con,Anthony Christopher Bowes Young,Anthony,Young,1955,1
London,ealing,ealing broadway,E09000009,E05000173,Conservative and Unionist Party,Con,Seema Kumar,Seema,Kumar,1860,1
London,ealing,ealing broadway,E09000009,E05000173,Labour Party,Lab,Lainya Gillian Offside-Keivani,Lainya,Offside-Keivani,1450,0
London,ealing,ealing broadway,E09000009,E05000173,Labour Party,Lab,Nick Pearce,Nick,Pearce,1416,0
London,ealing,ealing broadway,E09000009,E05000173,Labour Party,Lab,Colin Bastin,Colin,Bastin,1365,0
London,ealing,ealing broadway,E09000009,E05000173,Liberal Democrats,LD,Joyce Onstad,Joyce,Onstad,789,0
London,ealing,ealing broadway,E09000009,E05000173,Green Party,Grn,Meena Hans,Meena,Hans,642,0
London,ealing,ealing broadway,E09000009,E05000173,Liberal Democrats,LD,Patrick Salaun,Patrick,Salaun,627,0
London,ealing,ealing broadway,E09000009,E05000173,Liberal Democrats,LD,Toran Jorane Shaw,Toran,Shaw,572,0
London,ealing,ealing common,E09000009,E05000174,Liberal Democrats,LD,Jon Ball,Jon,Ball,1729,1
London,ealing,ealing common,E09000009,E05000174,Labour Party,Lab,Praveen Anand,Praveen,Anand,1572,1
London,ealing,ealing common,E09000009,E05000174,Conservative and Unionist Party,Con,Joanna Dabrowska,Joanna,Dabrowska,1531,1
London,ealing,ealing common,E09000009,E05000174,Labour Party,Lab,Abdi Duale,Abdi,Duale,1368,0
London,ealing,ealing common,E09000009,E05000174,Labour Party,Lab,Sindy Jassal,Sindy,Jassal,1356,0
London,ealing,ealing common,E09000009,E05000174,Liberal Democrats,LD,Craig O'Donnell,Craig,O'Donnell,1345,0
London,ealing,ealing common,E09000009,E05000174,Conservative and Unionist Party,Con,Timothy Patten,Timothy,Patten,1331,0
London,ealing,ealing common,E09000009,E05000174,Conservative and Unionist Party,Con,Barry Hartness,Barry,Hartness,1292,0
London,ealing,ealing common,E09000009,E05000174,Liberal Democrats,LD,Mark Sanders,Mark,Sanders,1216,0
London,ealing,ealing common,E09000009,E05000174,Green Party,Grn,Daniel van der Spuy,Daniel,Spuy,496,0
London,ealing,ealing common,E09000009,E05000174,Independent,Other,Alex Zychowski,Alex,Zychowski,385,0
London,ealing,east acton,E09000009,E05000175,Labour Party,Lab,Kate Crawford,Kate,Crawford,2740,1
London,ealing,east acton,E09000009,E05000175,Labour Party,Lab,Hitesh Tailor,Hitesh,Tailor,2456,1
London,ealing,east acton,E09000009,E05000175,Labour Party,Lab,Steve Donnelly,Steve,Donnelly,2442,1
London,ealing,east acton,E09000009,E05000175,Conservative and Unionist Party,Con,Krishma Arora,Krishma,Arora,1005,0
London,ealing,east acton,E09000009,E05000175,Conservative and Unionist Party,Con,Jonathan Howard Benveniste,Jonathan,Benveniste,921,0
London,ealing,east acton,E09000009,E05000175,Conservative and Unionist Party,Con,Jim Randall,Jim,Randall,901,0
London,ealing,east acton,E09000009,E05000175,Green Party,Grn,Amanda Souter,Amanda,Souter,762,0
London,ealing,east acton,E09000009,E05000175,Liberal Democrats,LD,Sarah Green,Sarah,Green,491,0
London,ealing,east acton,E09000009,E05000175,Liberal Democrats,LD,Rory Cunningham,Rory,Cunningham,329,0
London,ealing,east acton,E09000009,E05000175,Liberal Democrats,LD,Harvey Burlingham Rose,Harvey,Rose,270,0
London,ealing,elthorne,E09000009,E05000176,Labour Party,Lab,Yoel Gordon,Yoel,Gordon,2307,1
London,ealing,elthorne,E09000009,E05000176,Labour Party,Lab,Theresa Mary Byrne,Theresa,Byrne,2261,1
London,ealing,elthorne,E09000009,E05000176,Labour Party,Lab,Joanna Diana Camadoo,Joanna,Camadoo,2173,1
London,ealing,elthorne,E09000009,E05000176,Liberal Democrats,LD,Nigel Bakhai,Nigel,Bakhai,1395,0
London,ealing,elthorne,E09000009,E05000176,Liberal Democrats,LD,David Malcolm Jollie,David,Jollie,1224,0
London,ealing,elthorne,E09000009,E05000176,Liberal Democrats,LD,Alastair Martin Beverly Mitton,Alastair,Mitton,1140,0
London,ealing,elthorne,E09000009,E05000176,Green Party,Grn,Jeremy Parker,Jeremy,Parker,1020,0
London,ealing,elthorne,E09000009,E05000176,Conservative and Unionist Party,Con,Anita Kapoor,Anita,Kapoor,813,0
London,ealing,elthorne,E09000009,E05000176,Conservative and Unionist Party,Con,Ian Michael Potts,Ian,Potts,743,0
London,ealing,elthorne,E09000009,E05000176,Conservative and Unionist Party,Con,Ali Dima Hussein,Ali,Hussein,661,0
London,ealing,elthorne,E09000009,E05000176,Renew,Other,Peter Mark Ward,Peter,Ward,150,0
London,ealing,greenford broadway,E09000009,E05000177,Labour Party,Lab,Julian Graham Bell,Julian,Bell,2940,1
London,ealing,greenford broadway,E09000009,E05000177,Labour Party,Lab,Timothy James Murtagh,Timothy,Murtagh,2795,1
London,ealing,greenford broadway,E09000009,E05000177,Labour Party,Lab,Harbhajan Kaur Dheer,Harbhajan,Dheer,2773,1
London,ealing,greenford broadway,E09000009,E05000177,Conservative and Unionist Party,Con,Peter Edwards,Peter,Edwards,1033,0
London,ealing,greenford broadway,E09000009,E05000177,Conservative and Unionist Party,Con,Lisa Anne Kilduff,Lisa,Kilduff,1026,0
London,ealing,greenford broadway,E09000009,E05000177,Conservative and Unionist Party,Con,John Usher,John,Usher,832,0
London,ealing,greenford broadway,E09000009,E05000177,Green Party,Grn,Christina Meiklejohn,Christina,Meiklejohn,346,0
London,ealing,greenford broadway,E09000009,E05000177,Liberal Democrats,LD,Zoe Alexandra Horwich,Zoe,Horwich,293,0
London,ealing,greenford broadway,E09000009,E05000177,Liberal Democrats,LD,Oliver Patrick Murphy,Oliver,Murphy,212,0
London,ealing,greenford broadway,E09000009,E05000177,UK Independence Party (UKIP),UKIP,Bryan Ashley James Parry,Bryan,Parry,164,0
London,ealing,greenford broadway,E09000009,E05000177,Liberal Democrats,LD,John Kenneth Seymour,John,Seymour,160,0
London,ealing,greenford green,E09000009,E05000178,Labour Party,Lab,Anthony John Kelly,Anthony,Kelly,2411,1
London,ealing,greenford green,E09000009,E05000178,Labour Party,Lab,Aysha Sultana Raza,Aysha,Raza,2191,1
London,ealing,greenford green,E09000009,E05000178,Labour Party,Lab,Simon Robert Woodroofe,Simon,Woodroofe,2114,1
London,ealing,greenford green,E09000009,E05000178,Conservative and Unionist Party,Con,Fred Burley,Fred,Burley,1151,0
London,ealing,greenford green,E09000009,E05000178,Conservative and Unionist Party,Con,Olly Rogers,Olly,Rogers,944,0
London,ealing,greenford green,E09000009,E05000178,Conservative and Unionist Party,Con,Mariusz Wozniak,Mariusz,Wozniak,911,0
London,ealing,greenford green,E09000009,E05000178,Duma Polska = Polish Pride,Other,Alicja Glowacka,Alicja,Glowacka,347,0
London,ealing,greenford green,E09000009,E05000178,Green Party,Grn,Kay Fitzherbert,Kay,Fitzherbert,333,0
London,ealing,greenford green,E09000009,E05000178,Duma Polska = Polish Pride,Other,Sebastian Tomasz Prezetakowski,Sebastian,Prezetakowski,317,0
London,ealing,greenford green,E09000009,E05000178,Duma Polska = Polish Pride,Other,Marcin Kaczor,Marcin,Kaczor,313,0
London,ealing,greenford green,E09000009,E05000178,Liberal Democrats,LD,John Bernard Maycock,John,Maycock,253,0
London,ealing,greenford green,E09000009,E05000178,Liberal Democrats,LD,John Francis Christopher Ducker,John,Ducker,212,0
London,ealing,greenford green,E09000009,E05000178,Liberal Democrats,LD,Gillian Lesley Rowley,Gillian,Rowley,158,0
London,ealing,greenford green,E09000009,E05000178,UK Independence Party (UKIP),UKIP,Nicholas Ronald Markwell,Nicholas,Markwell,138,0
London,ealing,hanger hill,E09000009,E05000179,Conservative and Unionist Party,Con,Joy Morrissey,Joy,Morrissey,2002,1
London,ealing,hanger hill,E09000009,E05000179,Conservative and Unionist Party,Con,Nigel Robert Sumner,Nigel,Sumner,1876,1
London,ealing,hanger hill,E09000009,E05000179,Conservative and Unionist Party,Con,Gregory Stafford,Gregory,Stafford,1864,1
London,ealing,hanger hill,E09000009,E05000179,Labour Party,Lab,Catherine Ann Wallace,Catherine,Wallace,1380,0
London,ealing,hanger hill,E09000009,E05000179,Labour Party,Lab,Shabir Ahmed,Shabir,Ahmed,1319,0
London,ealing,hanger hill,E09000009,E05000179,Labour Party,Lab,Kassem Mohammad Baksh,Kassem,Baksh,1179,0
London,ealing,hanger hill,E09000009,E05000179,Green Party,Grn,Kate Crossland,Kate,Crossland,552,0
London,ealing,hanger hill,E09000009,E05000179,Liberal Democrats,LD,Tony Miller,Tony,Miller,522,0
London,ealing,hanger hill,E09000009,E05000179,Liberal Democrats,LD,Jane Louise Wright,Jane,Wright,484,0
London,ealing,hanger hill,E09000009,E05000179,Liberal Democrats,LD,Maria Vasso Aspasia Gerakaris-Michanitzis,Maria,Gerakaris-Michanitzis,457,0
London,ealing,hanger hill,E09000009,E05000179,Duma Polska = Polish Pride,Other,Anna Maria Kolczynska,Anna,Kolczynska,199,0
London,ealing,hanger hill,E09000009,E05000179,Duma Polska = Polish Pride,Other,Tomasz Przemyslaw Chwesiuk,Tomasz,Chwesiuk,136,0
London,ealing,hanger hill,E09000009,E05000179,Duma Polska = Polish Pride,Other,Adam Wiktorski,Adam,Wiktorski,131,0
London,ealing,hobbayne,E09000009,E05000180,Labour Party,Lab,Lewis Cox,Lewis,Cox,2595,1
London,ealing,hobbayne,E09000009,E05000180,Labour Party,Lab,Anna Janina Tomlinson,Anna,Tomlinson,2579,1
London,ealing,hobbayne,E09000009,E05000180,Labour Party,Lab,Ray Wall,Ray,Wall,2479,1
London,ealing,hobbayne,E09000009,E05000180,Conservative and Unionist Party,Con,Surendra Dhungana,Surendra,Dhungana,1009,0
London,ealing,hobbayne,E09000009,E05000180,Conservative and Unionist Party,Con,Patrick Goodwin Cusworth,Patrick,Cusworth,979,0
London,ealing,hobbayne,E09000009,E05000180,Conservative and Unionist Party,Con,Roger Grimshaw,Roger,Grimshaw,961,0
London,ealing,hobbayne,E09000009,E05000180,Green Party,Grn,Alan Anderson,Alan,Anderson,669,0
London,ealing,hobbayne,E09000009,E05000180,Liberal Democrats,LD,Judith Ellen Ducker,Judith,Ducker,344,0
London,ealing,hobbayne,E09000009,E05000180,Liberal Democrats,LD,Francesco Daniele Fruzza,Francesco,Fruzza,327,0
London,ealing,hobbayne,E09000009,E05000180,Liberal Democrats,LD,Mo Muman,Mo,Muman,284,0
London,ealing,hobbayne,E09000009,E05000180,Duma Polska = Polish Pride,Other,Dominik Sitarek,Dominik,Sitarek,266,0
London,ealing,hobbayne,E09000009,E05000180,Duma Polska = Polish Pride,Other,Chris Wiciak,Chris,Wiciak,254,0
London,ealing,hobbayne,E09000009,E05000180,Independent,Other,Daniel Joseph McGoun,Daniel,McGoun,210,0
London,ealing,lady margaret,E09000009,E05000181,Labour Party,Lab,Karam Chand Mohan,Karam,Mohan,2917,1
London,ealing,lady margaret,E09000009,E05000181,Labour Party,Lab,Kamaldeep Kaur Sahota,Kamaldeep,Sahota,2832,1
London,ealing,lady margaret,E09000009,E05000181,Labour Party,Lab,Swaran Singh Padda,Swaran,Padda,2806,1
London,ealing,lady margaret,E09000009,E05000181,Conservative and Unionist Party,Con,Neha Chhabra,Neha,Chhabra,582,0
London,ealing,lady margaret,E09000009,E05000181,Conservative and Unionist Party,Con,David Alexander Hill Scott,David,Scott,537,0
London,ealing,lady margaret,E09000009,E05000181,Conservative and Unionist Party,Con,Max Hunder,Max,Hunder,530,0
London,ealing,lady margaret,E09000009,E05000181,Green Party,Grn,Kirstie McLachlan,Kirstie,McLachlan,262,0
London,ealing,lady margaret,E09000009,E05000181,Liberal Democrats,LD,Sonui Chandu Badiani,Sonui,Badiani,200,0
London,ealing,lady margaret,E09000009,E05000181,Liberal Democrats,LD,Rusi Keki Dalal,Rusi,Dalal,171,0
